loan_amount,interest_rate,term_months,annual_income,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,mort_acc,sub_grade,purpose,home_ownership,employment_length,verification_status,default
15000,18.54,60,36400.0,11.84,0.0,0.0,7.0,1.0,37.3,4.0,E1,debt_consolidation,MORTGAGE,2 years,Source Verified,0
29850,18.99,36,65000.0,18.57,0.0,0.0,7.0,0.0,72.4,1.0,E1,major_purchase,MORTGAGE,9 years,Verified,0
20000,13.43,36,145000.0,10.15,0.0,0.0,17.0,0.0,74.1,0.0,E1,credit_card,MORTGAGE,6 years,Not Verified,1
22725,22.74,60,90000.0,22.87,3.0,1.0,13.0,0.0,47.5,4.0,E1,debt_consolidation,RENT,6 years,Verified,0
35000,18.25,60,145500.0,28.63,1.0,0.0,21.0,0.0,81.6,7.0,E1,credit_card,MORTGAGE,10+ years,Verified,0
27000,22.74,60,85000.0,24.34,0.0,0.0,7.0,3.0,62.1,0.0,E1,debt_consolidation,RENT,< 1 year,Source Verified,0
17525,18.99,36,42000.0,28.63,4.0,1.0,9.0,0.0,48.3,2.0,E1,debt_consolidation,RENT,1 year,Verified,0
5975,19.99,36,20000.0,14.53,1.0,0.0,8.0,0.0,50.8,0.0,E1,other,OWN,2 years,Source Verified,0
20800,18.99,60,61800.0,15.71,0.0,2.0,6.0,0.0,38.7,0.0,E1,debt_consolidation,RENT,1 year,Verified,1
13600,18.25,60,48000.0,18.63,2.0,0.0,9.0,0.0,67.5,1.0,E1,other,RENT,1 year,Source Verified,0
28500,18.99,60,65000.0,21.18,0.0,1.0,15.0,0.0,48.3,0.0,E1,credit_card,RENT,2 years,Source Verified,1
18450,18.99,60,44000.0,23.1,0.0,2.0,7.0,0.0,83.6,1.0,E1,debt_consolidation,MORTGAGE,4 years,Not Verified,1
15000,18.99,60,75000.0,13.12,0.0,0.0,17.0,0.0,49.2,2.0,E1,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
9000,22.74,36,27000.0,4.18,0.0,0.0,26.0,0.0,19.2,0.0,E1,car,OWN,< 1 year,Source Verified,1
27600,18.2,60,60000.0,33.72,0.0,0.0,8.0,0.0,59.2,0.0,E1,credit_card,RENT,Unknown,Verified,1
11575,18.25,60,29000.0,30.79,0.0,1.0,18.0,0.0,39.9,2.0,E1,debt_consolidation,RENT,4 years,Verified,0
22000,22.74,60,155000.0,20.55,0.0,2.0,11.0,0.0,54.0,2.0,E1,home_improvement,MORTGAGE,3 years,Not Verified,0
8675,18.25,36,39000.0,32.83,0.0,0.0,9.0,0.0,91.0,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,1
14000,18.25,60,93600.0,25.62,0.0,2.0,16.0,0.0,92.2,0.0,E1,debt_consolidation,MORTGAGE,2 years,Source Verified,0
30000,18.99,60,76000.0,15.81,0.0,2.0,10.0,0.0,73.0,0.0,E1,credit_card,MORTGAGE,2 years,Verified,1
23475,18.54,60,56000.0,24.42,0.0,1.0,14.0,0.0,73.4,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,1
10000,18.99,60,67000.0,9.96,0.0,0.0,5.0,0.0,61.7,2.0,E1,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
11200,22.91,36,70000.0,6.77,0.0,2.0,5.0,0.0,60.8,0.0,E1,debt_consolidation,RENT,4 years,Source Verified,1
14400,19.99,60,65000.0,15.9,0.0,0.0,9.0,0.0,38.8,0.0,E1,debt_consolidation,RENT,1 year,Source Verified,1
2800,19.99,36,63000.0,13.3,2.0,1.0,11.0,1.0,32.0,4.0,E1,other,MORTGAGE,10+ years,Source Verified,0
16000,18.2,60,60000.0,17.8,0.0,0.0,11.0,1.0,38.6,1.0,E1,home_improvement,MORTGAGE,8 years,Source Verified,1
32000,22.74,60,84000.0,13.01,0.0,0.0,4.0,0.0,73.9,3.0,E1,debt_consolidation,MORTGAGE,7 years,Source Verified,0
10000,15.95,60,40000.0,22.16,0.0,2.0,15.0,0.0,66.3,0.0,E1,credit_card,MORTGAGE,< 1 year,Verified,1
15000,19.99,36,30000.0,31.96,0.0,1.0,7.0,0.0,92.3,0.0,E1,debt_consolidation,RENT,2 years,Verified,0
13000,21.0,60,55000.0,22.47,0.0,0.0,18.0,0.0,67.8,0.0,E1,debt_consolidation,RENT,< 1 year,Verified,1
17800,22.74,60,100429.0,17.56,0.0,1.0,14.0,0.0,85.3,1.0,E1,credit_card,RENT,10+ years,Verified,0
32100,18.25,36,73000.0,13.13,0.0,1.0,16.0,0.0,33.5,0.0,E1,debt_consolidation,OWN,8 years,Verified,1
10500,22.74,60,33200.0,32.21,0.0,3.0,10.0,2.0,55.8,0.0,E1,other,RENT,10+ years,Verified,0
8025,19.99,36,115000.0,15.38,0.0,1.0,8.0,1.0,57.4,0.0,E1,home_improvement,OWN,4 years,Source Verified,0
35000,20.49,60,85000.0,14.23,0.0,1.0,13.0,0.0,73.2,1.0,E1,credit_card,MORTGAGE,10+ years,Verified,0
15000,18.99,60,58000.0,26.05,0.0,0.0,15.0,1.0,81.7,1.0,E1,debt_consolidation,MORTGAGE,1 year,Source Verified,0
20325,18.54,36,60000.0,8.62,0.0,0.0,8.0,0.0,14.0,0.0,E1,moving,RENT,4 years,Source Verified,1
23750,18.99,60,65000.0,34.99,0.0,2.0,14.0,0.0,78.0,2.0,E1,credit_card,MORTGAGE,3 years,Source Verified,0
24000,18.25,60,50339.68,33.09,0.0,0.0,20.0,0.0,57.4,0.0,E1,debt_consolidation,RENT,< 1 year,Verified,0
18000,20.5,60,45000.0,21.71,0.0,1.0,9.0,0.0,62.1,2.0,E1,other,MORTGAGE,Unknown,Verified,0
16250,18.54,60,55000.0,20.34,0.0,0.0,14.0,0.0,36.6,0.0,E1,debt_consolidation,RENT,1 year,Source Verified,0
20000,20.49,60,55000.0,25.57,0.0,1.0,8.0,0.0,89.3,0.0,E1,debt_consolidation,RENT,6 years,Verified,1
10000,19.99,60,45000.0,11.41,0.0,1.0,11.0,1.0,37.5,8.0,E1,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
10000,18.25,60,40000.0,21.37,1.0,3.0,27.0,0.0,13.0,0.0,E1,debt_consolidation,RENT,< 1 year,Source Verified,1
10000,18.25,60,65000.0,16.71,0.0,0.0,19.0,0.0,33.9,0.0,E1,debt_consolidation,RENT,3 years,Not Verified,0
12000,19.99,60,85000.0,18.57,0.0,1.0,15.0,0.0,79.1,1.0,E1,home_improvement,MORTGAGE,< 1 year,Verified,0
3950,18.99,36,60258.0,12.21,0.0,1.0,12.0,0.0,67.9,4.0,E1,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
21000,20.5,60,100000.0,10.56,1.0,2.0,14.0,0.0,32.8,4.0,E1,debt_consolidation,MORTGAGE,7 years,Source Verified,0
14400,18.99,60,40000.0,25.74,0.0,0.0,8.0,0.0,54.7,0.0,E1,debt_consolidation,OWN,< 1 year,Source Verified,0
20000,18.99,60,79000.0,28.54,0.0,2.0,15.0,0.0,26.2,0.0,E1,debt_consolidation,RENT,4 years,Verified,0
5000,18.99,36,36000.0,41.77,2.0,1.0,12.0,0.0,50.2,3.0,E1,debt_consolidation,MORTGAGE,< 1 year,Verified,1
17000,22.74,60,37000.0,30.2,0.0,0.0,4.0,0.0,52.3,0.0,E1,debt_consolidation,MORTGAGE,< 1 year,Not Verified,1
2800,22.91,36,56000.0,21.97,1.0,2.0,10.0,0.0,81.1,6.0,E1,other,MORTGAGE,10+ years,Verified,0
18350,18.25,36,65000.0,14.11,0.0,2.0,7.0,0.0,52.2,1.0,E1,debt_consolidation,MORTGAGE,1 year,Verified,0
27175,20.49,36,68000.0,20.23,0.0,1.0,8.0,0.0,95.7,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,0
12000,18.99,60,40000.0,20.28,0.0,0.0,11.0,0.0,68.2,2.0,E1,debt_consolidation,MORTGAGE,4 years,Source Verified,1
11200,19.99,60,87000.0,31.43,1.0,3.0,17.0,0.0,96.4,2.0,E1,debt_consolidation,MORTGAGE,9 years,Source Verified,1
25125,19.99,36,155000.0,10.17,0.0,1.0,8.0,1.0,39.7,1.0,E1,other,RENT,8 years,Verified,0
14750,18.25,36,37000.0,36.69,0.0,1.0,10.0,0.0,29.5,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,1
21000,18.25,36,140000.0,29.77,1.0,1.0,13.0,0.0,53.3,0.0,E1,debt_consolidation,MORTGAGE,5 years,Source Verified,0
24000,18.54,60,86000.0,16.17,0.0,0.0,16.0,1.0,91.8,1.0,E1,debt_consolidation,RENT,8 years,Source Verified,1
11325,18.99,60,38000.0,16.58,0.0,1.0,6.0,0.0,71.4,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,0
10000,22.74,36,40000.0,21.33,0.0,1.0,10.0,0.0,10.5,0.0,E1,other,RENT,1 year,Source Verified,1
27575,18.25,60,66157.0,5.88,0.0,1.0,6.0,1.0,0.1,3.0,E1,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
30000,18.99,60,90000.0,13.98,0.0,4.0,12.0,0.0,31.6,1.0,E1,debt_consolidation,MORTGAGE,8 years,Verified,0
19200,18.2,60,68000.0,21.78,0.0,2.0,12.0,0.0,93.0,3.0,E1,debt_consolidation,MORTGAGE,3 years,Verified,1
35000,18.54,60,134000.0,24.48,0.0,0.0,10.0,0.0,71.9,6.0,E1,debt_consolidation,MORTGAGE,3 years,Verified,0
11975,20.5,60,35360.0,12.73,0.0,0.0,6.0,0.0,85.8,0.0,E1,debt_consolidation,OWN,< 1 year,Verified,0
23950,18.25,60,66560.0,31.16,0.0,1.0,25.0,0.0,53.9,1.0,E1,debt_consolidation,RENT,4 years,Source Verified,0
4000,18.25,36,40000.0,35.04,1.0,0.0,19.0,0.0,39.6,1.0,E1,credit_card,MORTGAGE,5 years,Source Verified,0
15000,18.25,60,48500.0,24.92,0.0,0.0,6.0,0.0,98.6,0.0,E1,debt_consolidation,RENT,10+ years,Source Verified,1
18000,18.25,60,52000.0,24.99,0.0,0.0,5.0,0.0,31.1,0.0,E1,debt_consolidation,MORTGAGE,4 years,Source Verified,1
35000,18.2,60,95000.0,16.86,0.0,0.0,11.0,0.0,47.6,1.0,E1,debt_consolidation,MORTGAGE,2 years,Source Verified,0
24175,20.49,60,80000.0,29.13,0.0,3.0,15.0,0.0,73.4,2.0,E1,debt_consolidation,MORTGAGE,5 years,Verified,0
5000,20.49,36,30000.0,21.52,0.0,0.0,14.0,0.0,59.0,2.0,E1,vacation,RENT,Unknown,Not Verified,0
3250,19.99,36,57000.0,5.58,0.0,0.0,11.0,0.0,22.8,0.0,E1,other,RENT,1 year,Source Verified,0
30000,18.64,60,80700.0,11.35,0.0,0.0,7.0,0.0,67.5,0.0,E1,debt_consolidation,RENT,4 years,Verified,1
31450,18.99,60,75000.0,10.62,1.0,0.0,7.0,0.0,85.2,5.0,E1,debt_consolidation,MORTGAGE,Unknown,Verified,1
14400,18.25,60,53500.0,23.42,0.0,0.0,9.0,0.0,66.2,5.0,E1,credit_card,RENT,1 year,Source Verified,1
1500,18.99,36,20000.0,26.17,0.0,0.0,6.0,0.0,94.2,0.0,E1,moving,RENT,2 years,Not Verified,0
14550,20.49,60,55000.0,19.18,1.0,2.0,18.0,0.0,58.4,0.0,E1,credit_card,RENT,1 year,Verified,0
18000,20.99,60,56000.0,20.12,0.0,1.0,26.0,0.0,38.0,0.0,E1,credit_card,MORTGAGE,8 years,Not Verified,1
9625,18.25,36,36000.0,14.13,0.0,1.0,8.0,0.0,48.7,0.0,E1,major_purchase,RENT,Unknown,Verified,1
4500,18.25,36,38000.0,10.74,0.0,2.0,6.0,0.0,76.6,0.0,E1,credit_card,RENT,Unknown,Verified,1
7000,20.8,36,52000.0,16.43,0.0,3.0,9.0,2.0,37.3,1.0,E1,other,MORTGAGE,3 years,Verified,0
22000,18.99,60,65000.0,23.89,0.0,1.0,12.0,0.0,62.5,3.0,E1,small_business,MORTGAGE,10+ years,Verified,0
18825,18.54,60,44977.0,31.75,0.0,0.0,27.0,0.0,68.6,0.0,E1,debt_consolidation,RENT,10+ years,Verified,1
5000,19.99,36,35000.0,30.9,0.0,0.0,25.0,0.0,56.0,6.0,E1,debt_consolidation,MORTGAGE,10+ years,Verified,1
30000,21.0,60,100000.0,19.69,3.0,1.0,16.0,0.0,90.6,3.0,E1,credit_card,MORTGAGE,1 year,Verified,0
20000,22.39,36,40000.0,0.75,0.0,0.0,4.0,0.0,0.4,0.0,E1,small_business,RENT,2 years,Source Verified,0
14000,17.99,60,76218.0,21.0,0.0,3.0,15.0,0.0,92.0,0.0,E1,credit_card,RENT,6 years,Verified,0
4125,22.9,36,58000.0,18.33,0.0,0.0,10.0,0.0,63.6,3.0,E1,home_improvement,OWN,4 years,Verified,0
35000,18.25,36,120000.0,15.4,1.0,1.0,12.0,0.0,70.7,2.0,E1,other,MORTGAGE,10+ years,Verified,0
17000,19.99,60,72000.0,12.0,0.0,0.0,6.0,0.0,86.9,0.0,E1,debt_consolidation,RENT,6 years,Verified,0
8300,18.25,36,39000.0,20.28,0.0,0.0,10.0,2.0,78.4,3.0,E1,home_improvement,MORTGAGE,10+ years,Source Verified,0
23500,20.49,60,60000.0,28.5,0.0,0.0,9.0,0.0,72.7,0.0,E1,debt_consolidation,RENT,< 1 year,Verified,1
22400,22.74,60,54500.0,27.0,0.0,0.0,8.0,0.0,64.8,3.0,E1,debt_consolidation,MORTGAGE,Unknown,Verified,0
1875,18.25,36,31200.0,23.96,0.0,1.0,8.0,0.0,92.4,0.0,E1,debt_consolidation,RENT,8 years,Verified,0
25400,18.64,60,50800.0,11.48,0.0,1.0,9.0,0.0,70.4,0.0,E1,credit_card,OWN,10+ years,Verified,0
4400,18.99,36,72000.0,11.55,1.0,1.0,5.0,1.0,19.5,0.0,E1,other,RENT,10+ years,Not Verified,1
12000,22.39,36,65000.0,32.92,0.0,5.0,10.0,0.0,57.7,5.0,E1,debt_consolidation,MORTGAGE,3 years,Source Verified,0
15200,18.25,36,110000.0,20.23,2.0,2.0,13.0,1.0,53.0,6.0,E1,debt_consolidation,RENT,3 years,Source Verified,0
6000,18.99,36,54000.0,32.89,0.0,0.0,10.0,0.0,61.9,1.0,E1,other,MORTGAGE,Unknown,Verified,0
10000,22.9,60,39000.0,17.94,0.0,0.0,9.0,1.0,54.3,0.0,E1,debt_consolidation,OWN,10+ years,Not Verified,1
16550,19.99,60,56723.0,44.86,0.0,1.0,18.0,2.0,64.8,5.0,E1,debt_consolidation,MORTGAGE,Unknown,Verified,1
8550,18.99,36,50000.0,16.9,3.0,3.0,9.0,0.0,40.0,2.0,E1,debt_consolidation,MORTGAGE,1 year,Source Verified,1
5050,18.2,36,21000.0,17.77,0.0,0.0,12.0,0.0,62.2,0.0,E1,other,RENT,Unknown,Source Verified,0
35000,22.91,36,108000.0,27.78,0.0,2.0,9.0,0.0,91.0,2.0,E1,home_improvement,MORTGAGE,2 years,Verified,1
4100,18.25,36,29000.0,13.7,2.0,1.0,7.0,0.0,96.0,1.0,E1,debt_consolidation,MORTGAGE,2 years,Verified,0
3000,18.99,36,43867.0,17.65,6.0,1.0,8.0,0.0,79.3,0.0,E1,other,RENT,7 years,Not Verified,0
20000,20.49,60,72000.0,34.43,0.0,0.0,8.0,1.0,83.7,1.0,E1,debt_consolidation,RENT,5 years,Verified,0
31250,18.25,36,96000.0,4.87,0.0,2.0,8.0,0.0,48.1,7.0,E1,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
16000,20.5,60,75000.0,33.46,0.0,0.0,15.0,0.0,92.5,3.0,E1,debt_consolidation,MORTGAGE,< 1 year,Verified,1
25000,18.25,60,112000.0,18.87,0.0,1.0,30.0,1.0,29.0,3.0,E1,debt_consolidation,MORTGAGE,10+ years,Verified,0
19725,18.99,60,47000.0,11.59,0.0,0.0,12.0,0.0,26.7,4.0,E1,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
29900,18.25,60,68000.0,19.64,0.0,0.0,9.0,0.0,43.7,0.0,E1,credit_card,RENT,< 1 year,Source Verified,1
10500,11.99,60,225000.0,11.19,0.0,2.0,23.0,1.0,44.9,8.0,B5,home_improvement,MORTGAGE,< 1 year,Source Verified,0
35000,11.47,36,123000.0,26.91,0.0,0.0,11.0,0.0,94.6,3.0,B5,debt_consolidation,MORTGAGE,Unknown,Source Verified,0
5000,11.53,36,115800.0,22.88,0.0,0.0,10.0,0.0,74.1,2.0,B5,vacation,MORTGAGE,9 years,Not Verified,0
9000,11.86,36,73000.0,9.55,1.0,0.0,14.0,0.0,43.9,0.0,B5,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
10000,11.47,36,80000.0,19.89,0.0,0.0,12.0,0.0,56.7,2.0,B5,debt_consolidation,MORTGAGE,10+ years,Verified,0
15000,11.99,60,79000.0,30.82,1.0,2.0,12.0,0.0,43.0,2.0,B5,home_improvement,MORTGAGE,10+ years,Verified,0
15000,11.49,60,100000.0,10.96,0.0,0.0,10.0,0.0,79.0,3.0,B5,credit_card,MORTGAGE,< 1 year,Source Verified,0
2000,14.09,36,42000.0,19.0,0.0,0.0,7.0,0.0,65.4,0.0,B5,credit_card,OWN,7 years,Not Verified,0
10500,12.69,36,66000.0,20.73,1.0,2.0,8.0,0.0,51.2,0.0,B5,medical,RENT,10+ years,Verified,0
6400,11.99,36,32000.0,8.63,0.0,1.0,19.0,0.0,36.6,0.0,B5,credit_card,RENT,1 year,Source Verified,0
20000,11.49,36,70000.0,18.91,0.0,0.0,11.0,0.0,52.2,0.0,B5,debt_consolidation,RENT,1 year,Verified,0
10000,11.49,36,55000.0,21.58,0.0,1.0,15.0,1.0,11.4,3.0,B5,debt_consolidation,MORTGAGE,2 years,Source Verified,0
12000,12.13,36,92000.0,17.55,0.0,0.0,14.0,1.0,41.9,0.0,B5,debt_consolidation,RENT,1 year,Source Verified,0
20000,12.49,36,67000.0,13.2,0.0,3.0,13.0,0.0,46.7,3.0,B5,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
8000,11.47,36,72000.0,20.2,0.0,0.0,11.0,0.0,80.0,2.0,B5,credit_card,MORTGAGE,10+ years,Verified,0
25000,11.99,60,140000.0,18.57,0.0,0.0,15.0,0.0,45.1,4.0,B5,other,MORTGAGE,5 years,Not Verified,0
10100,11.99,36,40000.0,23.94,0.0,1.0,9.0,2.0,4.1,0.0,B5,other,OWN,2 years,Source Verified,0
10000,11.47,36,25872.0,12.57,1.0,0.0,5.0,0.0,81.9,1.0,B5,debt_consolidation,OWN,Unknown,Verified,1
4000,12.73,36,29000.0,18.09,0.0,1.0,12.0,0.0,39.2,3.0,B5,debt_consolidation,MORTGAGE,2 years,Verified,0
12800,11.99,60,90000.0,13.12,0.0,2.0,33.0,1.0,30.9,1.0,B5,credit_card,MORTGAGE,8 years,Not Verified,0
8000,11.22,36,50000.0,18.46,0.0,0.0,8.0,1.0,64.0,3.0,B5,debt_consolidation,MORTGAGE,9 years,Source Verified,0
12000,11.22,36,80000.0,18.26,1.0,2.0,15.0,0.0,78.8,0.0,B5,credit_card,RENT,1 year,Source Verified,0
7200,11.53,36,114000.0,14.23,0.0,0.0,29.0,0.0,19.4,0.0,B5,debt_consolidation,RENT,5 years,Verified,0
23750,11.99,60,100000.0,16.12,0.0,1.0,13.0,0.0,65.5,2.0,B5,debt_consolidation,MORTGAGE,10+ years,Verified,0
10500,11.36,36,40000.0,15.27,0.0,2.0,14.0,0.0,26.9,0.0,B5,debt_consolidation,MORTGAGE,3 years,Not Verified,0
30000,11.99,36,180000.0,7.31,0.0,1.0,10.0,0.0,29.4,1.0,B5,credit_card,RENT,6 years,Source Verified,0
9000,11.99,36,40000.0,11.61,0.0,0.0,6.0,0.0,49.0,2.0,B5,home_improvement,OWN,5 years,Not Verified,0
23000,11.53,36,108000.0,23.09,2.0,0.0,11.0,0.0,44.8,3.0,B5,other,RENT,10+ years,Verified,0
3000,13.05,36,75000.0,21.7,1.0,2.0,17.0,0.0,50.2,3.0,B5,debt_consolidation,RENT,2 years,Not Verified,1
7200,11.99,36,81600.0,5.32,0.0,1.0,14.0,0.0,54.0,0.0,B5,credit_card,MORTGAGE,1 year,Not Verified,0
9500,11.22,36,78000.0,3.82,0.0,1.0,6.0,1.0,83.4,3.0,B5,credit_card,MORTGAGE,10+ years,Source Verified,0
12850,11.49,36,170000.0,9.49,0.0,0.0,8.0,1.0,28.4,3.0,B5,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
15000,11.53,60,78000.0,19.45,0.0,0.0,16.0,0.0,57.0,3.0,B5,debt_consolidation,MORTGAGE,8 years,Not Verified,0
4000,11.22,36,140000.0,17.66,0.0,1.0,22.0,1.0,26.1,3.0,B5,moving,RENT,< 1 year,Source Verified,0
10675,11.53,36,60000.0,11.06,0.0,1.0,9.0,0.0,33.1,0.0,B5,debt_consolidation,RENT,10+ years,Source Verified,0
20000,11.49,36,95000.0,23.76,3.0,0.0,21.0,0.0,46.1,0.0,B5,debt_consolidation,OWN,4 years,Verified,1
12175,14.09,36,35000.0,34.63,0.0,1.0,12.0,0.0,59.4,0.0,B5,debt_consolidation,RENT,8 years,Verified,1
10500,12.49,36,55000.0,22.61,0.0,0.0,14.0,0.0,53.7,0.0,B5,debt_consolidation,RENT,9 years,Source Verified,1
15000,11.98,60,58000.0,24.56,2.0,1.0,12.0,0.0,11.6,0.0,B5,debt_consolidation,RENT,4 years,Source Verified,0
15000,11.99,36,90000.0,25.49,0.0,0.0,15.0,0.0,58.3,1.0,B5,home_improvement,MORTGAGE,6 years,Source Verified,0
11000,11.53,36,37000.0,13.75,0.0,0.0,7.0,0.0,53.4,0.0,B5,debt_consolidation,OWN,2 years,Verified,0
8000,11.47,36,47000.0,15.37,1.0,2.0,6.0,0.0,54.0,1.0,B5,credit_card,MORTGAGE,6 years,Source Verified,0
22000,11.49,36,65000.0,24.59,0.0,0.0,13.0,0.0,50.7,0.0,B5,debt_consolidation,RENT,3 years,Verified,1
4200,11.49,36,85000.0,20.91,0.0,0.0,14.0,0.0,56.7,1.0,B5,debt_consolidation,MORTGAGE,9 years,Not Verified,0
3200,12.21,36,15000.0,16.88,0.0,3.0,14.0,0.0,43.1,0.0,B5,car,RENT,8 years,Not Verified,1
8000,11.53,36,47500.0,11.04,0.0,0.0,8.0,0.0,95.8,0.0,B5,debt_consolidation,RENT,< 1 year,Source Verified,0
26000,11.53,60,140000.0,33.54,1.0,1.0,29.0,0.0,34.5,3.0,B5,debt_consolidation,MORTGAGE,10+ years,Verified,0
13525,11.48,36,76000.0,34.92,0.0,1.0,11.0,1.0,38.2,3.0,B5,other,MORTGAGE,5 years,Not Verified,0
3000,11.49,36,53000.0,26.47,0.0,0.0,8.0,4.0,34.0,0.0,B5,small_business,RENT,7 years,Source Verified,0
20000,11.99,60,83000.0,13.56,0.0,0.0,10.0,0.0,49.4,0.0,B5,debt_consolidation,MORTGAGE,4 years,Not Verified,0
5000,11.53,36,91000.0,20.36,1.0,0.0,14.0,0.0,34.2,0.0,B5,major_purchase,RENT,2 years,Source Verified,0
16000,12.49,36,65000.0,14.2,0.0,1.0,20.0,0.0,63.2,2.0,B5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
4000,11.49,36,65000.0,19.44,0.0,0.0,10.0,1.0,64.4,4.0,B5,debt_consolidation,MORTGAGE,3 years,Verified,0
6000,11.22,36,52000.0,35.55,0.0,0.0,19.0,1.0,21.2,1.0,B5,credit_card,OWN,Unknown,Verified,0
12000,14.09,36,90000.0,18.33,0.0,0.0,12.0,0.0,46.8,0.0,B5,debt_consolidation,RENT,< 1 year,Not Verified,0
15000,11.47,36,99000.0,28.29,0.0,1.0,13.0,0.0,57.1,4.0,B5,home_improvement,MORTGAGE,5 years,Not Verified,0
16000,11.53,36,58000.0,34.94,0.0,0.0,10.0,0.0,79.3,2.0,B5,credit_card,MORTGAGE,2 years,Not Verified,0
5000,12.69,36,25000.0,20.54,0.0,0.0,15.0,0.0,97.3,0.0,B5,other,RENT,2 years,Not Verified,0
12000,11.47,36,78000.0,35.0,0.0,2.0,20.0,0.0,43.0,1.0,B5,credit_card,MORTGAGE,9 years,Verified,1
6500,11.49,36,54400.0,20.19,0.0,0.0,18.0,0.0,56.8,0.0,B5,car,MORTGAGE,1 year,Source Verified,0
30875,11.49,36,250000.0,23.67,0.0,0.0,32.0,0.0,10.0,4.0,B5,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
9000,11.49,36,60000.0,22.52,0.0,0.0,11.0,1.0,62.2,1.0,B5,credit_card,RENT,10+ years,Not Verified,0
2000,11.99,36,100000.0,21.68,0.0,1.0,8.0,0.0,66.6,0.0,B5,medical,RENT,6 years,Not Verified,0
8000,11.53,36,40000.0,27.09,0.0,1.0,11.0,0.0,33.4,0.0,B5,debt_consolidation,RENT,6 years,Not Verified,1
12000,11.53,36,68000.0,18.44,1.0,1.0,9.0,1.0,59.3,0.0,B5,debt_consolidation,RENT,10+ years,Verified,0
21000,11.99,36,402900.0,0.6,0.0,0.0,6.0,0.0,32.6,0.0,B5,home_improvement,OWN,3 years,Not Verified,0
10000,11.53,36,94000.0,18.17,0.0,0.0,11.0,0.0,62.0,4.0,B5,other,OWN,10+ years,Verified,0
6000,11.22,36,43000.0,27.94,0.0,0.0,6.0,0.0,44.8,1.0,B5,debt_consolidation,MORTGAGE,10+ years,Verified,0
4000,11.47,36,60000.0,2.26,0.0,1.0,8.0,0.0,45.6,4.0,B5,home_improvement,MORTGAGE,2 years,Source Verified,0
6000,11.99,36,80000.0,9.6,0.0,2.0,7.0,0.0,1.7,4.0,B5,other,MORTGAGE,6 years,Not Verified,0
10000,11.47,60,30000.0,20.16,0.0,0.0,6.0,1.0,66.5,0.0,B5,debt_consolidation,RENT,Unknown,Verified,0
5800,11.49,36,12085.0,10.72,0.0,0.0,5.0,0.0,50.9,0.0,B5,debt_consolidation,RENT,3 years,Source Verified,0
28000,11.53,36,70000.0,25.18,0.0,0.0,7.0,1.0,84.2,1.0,B5,debt_consolidation,RENT,8 years,Verified,0
7000,12.49,36,22000.0,12.93,0.0,0.0,12.0,0.0,34.4,0.0,B5,debt_consolidation,RENT,< 1 year,Not Verified,0
5000,13.67,36,55000.0,4.54,0.0,2.0,8.0,0.0,21.7,0.0,B5,other,RENT,8 years,Not Verified,0
4000,11.47,36,46000.0,27.45,0.0,0.0,10.0,0.0,32.2,0.0,B5,debt_consolidation,RENT,2 years,Not Verified,1
10000,11.53,36,52000.0,17.03,0.0,0.0,7.0,0.0,63.5,2.0,B5,debt_consolidation,MORTGAGE,10+ years,Not Verified,1
15000,12.49,36,55000.0,14.01,0.0,3.0,10.0,0.0,68.3,1.0,B5,debt_consolidation,MORTGAGE,1 year,Not Verified,0
7000,11.99,36,60000.0,21.02,0.0,3.0,23.0,0.0,20.5,3.0,B5,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
2800,11.49,36,45000.0,27.49,0.0,2.0,12.0,1.0,16.6,0.0,B5,credit_card,MORTGAGE,4 years,Not Verified,0
14400,14.09,36,84000.0,18.23,0.0,0.0,10.0,0.0,97.1,3.0,B5,debt_consolidation,MORTGAGE,2 years,Verified,0
5000,13.67,36,40000.0,15.15,0.0,2.0,10.0,0.0,17.5,0.0,B5,debt_consolidation,RENT,Unknown,Verified,0
15000,13.53,60,43000.0,24.56,0.0,0.0,7.0,0.0,66.4,5.0,B5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
17600,11.53,36,52000.0,9.49,2.0,2.0,17.0,0.0,22.7,2.0,B5,debt_consolidation,RENT,7 years,Source Verified,0
20000,13.05,36,90000.0,17.23,0.0,0.0,8.0,0.0,76.6,0.0,B5,debt_consolidation,RENT,< 1 year,Verified,0
